-0.269971	-0.879485	-1
-0.700722	-0.0770638	1
0.0130122	0.236529	1
0.104765	0.220905	1
0.00760189	0.824636	1
-0.682313	-0.45533	1
-0.406453	-0.781312	-1
0.655106	-0.067932	-1
0.0525828	-0.486941	-1
0.435995	0.461695	1
-0.301776	-0.0862421	1
-0.865337	-0.717617	-1
-0.892982	0.818118	1
-0.637212	-0.752752	-1
-0.534064	-0.95609	-1
-0.0240223	0.956475	1
-0.530466	0.262631	1
-0.275674	0.491963	1
-0.594279	0.315973	1
0.598356	0.681846	1
0.499964	0.863151	1
-0.889601	0.710509	1
0.754419	0.376153	-1
0.332629	0.203554	1
-0.533816	-0.860622	-1
0.631341	-0.937771	-1
0.378203	0.838599	1
0.520445	-0.739907	-1
-0.876756	-0.187987	1
-0.477478	0.702249	1
